Year;Value;Country;Region;Income group
2013;12,3;Paraguay;Latin America & Caribbean;Upper middle income
2014;12,4;Paraguay;Latin America & Caribbean;Upper middle income
2015;12;Paraguay;Latin America & Caribbean;Upper middle income
2000;21,8;Peru;Latin America & Caribbean;Upper middle income
2001;21,7;Peru;Latin America & Caribbean;Upper middle income
2002;22,3;Peru;Latin America & Caribbean;Upper middle income
2003;22,6;Peru;Latin America & Caribbean;Upper middle income
2004;21,6;Peru;Latin America & Caribbean;Upper middle income
2005;19,6;Peru;Latin America & Caribbean;Upper middle income
2006;17,6;Peru;Latin America & Caribbean;Upper middle income
2007;15,7;Peru;Latin America & Caribbean;Upper middle income
2008;14,2;Peru;Latin America & Caribbean;Upper middle income
2009;12,6;Peru;Latin America & Caribbean;Upper middle income
2010;11,2;Peru;Latin America & Caribbean;Upper middle income
2011;10,1;Peru;Latin America & Caribbean;Upper middle income
2012;9;Peru;Latin America & Caribbean;Upper middle income
2013;8,3;Peru;Latin America & Caribbean;Upper middle income
2014;7,6;Peru;Latin America & Caribbean;Upper middle income
2015;7,9;Peru;Latin America & Caribbean;Upper middle income
2000;20,4;Philippines;East Asia & Pacific;Lower middle income
2001;19,7;Philippines;East Asia & Pacific;Lower middle income
2002;19,1;Philippines;East Asia & Pacific;Lower middle income
2003;18,5;Philippines;East Asia & Pacific;Lower middle income
2004;17,4;Philippines;East Asia & Pacific;Lower middle income
2005;16,3;Philippines;East Asia & Pacific;Lower middle income
2006;15,2;Philippines;East Asia & Pacific;Lower middle income
2007;14,1;Philippines;East Asia & Pacific;Lower middle income
2008;13,3;Philippines;East Asia & Pacific;Lower middle income
2009;13,1;Philippines;East Asia & Pacific;Lower middle income
2010;13,4;Philippines;East Asia & Pacific;Lower middle income
2011;13,9;Philippines;East Asia & Pacific;Lower middle income
2012;14,3;Philippines;East Asia & Pacific;Lower middle income
2013;14,4;Philippines;East Asia & Pacific;Lower middle income
2014;14,3;Philippines;East Asia & Pacific;Lower middle income
2015;13,8;Philippines;East Asia & Pacific;Lower middle income
2000;2,5;Poland;Europe & Central Asia;High income
2001;2,5;Poland;Europe & Central Asia;High income
2002;2,5;Poland;Europe & Central Asia;High income
2003;2,5;Poland;Europe & Central Asia;High income
2004;2,5;Poland;Europe & Central Asia;High income
2005;2,5;Poland;Europe & Central Asia;High income
2006;2,5;Poland;Europe & Central Asia;High income
2007;2,5;Poland;Europe & Central Asia;High income
2008;2,5;Poland;Europe & Central Asia;High income
2009;2,5;Poland;Europe & Central Asia;High income
2010;2,5;Poland;Europe & Central Asia;High income
2011;2,5;Poland;Europe & Central Asia;High income
2012;2,5;Poland;Europe & Central Asia;High income
2013;2,5;Poland;Europe & Central Asia;High income
2014;2,5;Poland;Europe & Central Asia;High income
2015;2,5;Poland;Europe & Central Asia;High income
2000;2,5;Portugal;Europe & Central Asia;High income
2001;2,5;Portugal;Europe & Central Asia;High income
2002;2,5;Portugal;Europe & Central Asia;High income
2003;2,5;Portugal;Europe & Central Asia;High income
2004;2,5;Portugal;Europe & Central Asia;High income
2005;2,5;Portugal;Europe & Central Asia;High income
2006;2,5;Portugal;Europe & Central Asia;High income
2007;2,5;Portugal;Europe & Central Asia;High income
2008;2,5;Portugal;Europe & Central Asia;High income
2009;2,5;Portugal;Europe & Central Asia;High income
2010;2,5;Portugal;Europe & Central Asia;High income
2011;2,5;Portugal;Europe & Central Asia;High income
2012;2,5;Portugal;Europe & Central Asia;High income
2013;2,5;Portugal;Europe & Central Asia;High income
2014;2,5;Portugal;Europe & Central Asia;High income
2015;2,5;Portugal;Europe & Central Asia;High income
2000;2,5;Romania;Europe & Central Asia;Upper middle income
2001;2,5;Romania;Europe & Central Asia;Upper middle income
2002;2,5;Romania;Europe & Central Asia;Upper middle income
2003;2,5;Romania;Europe & Central Asia;Upper middle income
2004;2,5;Romania;Europe & Central Asia;Upper middle income
2005;2,5;Romania;Europe & Central Asia;Upper middle income
2006;2,5;Romania;Europe & Central Asia;Upper middle income
2007;2,5;Romania;Europe & Central Asia;Upper middle income
2008;2,5;Romania;Europe & Central Asia;Upper middle income
2009;2,5;Romania;Europe & Central Asia;Upper middle income
2010;2,5;Romania;Europe & Central Asia;Upper middle income
2011;2,5;Romania;Europe & Central Asia;Upper middle income
2012;2,5;Romania;Europe & Central Asia;Upper middle income
2013;2,5;Romania;Europe & Central Asia;Upper middle income
2014;2,5;Romania;Europe & Central Asia;Upper middle income
2015;2,5;Romania;Europe & Central Asia;Upper middle income
2000;5,1;Russian Federation;Europe & Central Asia;Upper middle income
2001;4,4;Russian Federation;Europe & Central Asia;Upper middle income
2002;3,7;Russian Federation;Europe & Central Asia;Upper middle income
2003;3,1;Russian Federation;Europe & Central Asia;Upper middle income
2004;2,6;Russian Federation;Europe & Central Asia;Upper middle income
2005;2,5;Russian Federation;Europe & Central Asia;Upper middle income
2006;2,5;Russian Federation;Europe & Central Asia;Upper middle income
2007;2,5;Russian Federation;Europe & Central Asia;Upper middle income
2008;2,5;Russian Federation;Europe & Central Asia;Upper middle income
2009;2,5;Russian Federation;Europe & Central Asia;Upper middle income
2010;2,5;Russian Federation;Europe & Central Asia;Upper middle income
2011;2,5;Russian Federation;Europe & Central Asia;Upper middle income
2012;2,5;Russian Federation;Europe & Central Asia;Upper middle income
2013;2,5;Russian Federation;Europe & Central Asia;Upper middle income
2014;2,5;Russian Federation;Europe & Central Asia;Upper middle income
2015;2,5;Russian Federation;Europe & Central Asia;Upper middle income
2000;54,9;Rwanda;Sub-Saharan Africa;Low income
2001;49,2;Rwanda;Sub-Saharan Africa;Low income
2002;45,3;Rwanda;Sub-Saharan Africa;Low income
2003;44,7;Rwanda;Sub-Saharan Africa;Low income
2004;44,8;Rwanda;Sub-Saharan Africa;Low income
2005;44,5;Rwanda;Sub-Saharan Africa;Low income
2006;43,3;Rwanda;Sub-Saharan Africa;Low income
2007;41,2;Rwanda;Sub-Saharan Africa;Low income
2008;38,7;Rwanda;Sub-Saharan Africa;Low income
2009;36,1;Rwanda;Sub-Saharan Africa;Low income
2010;34,2;Rwanda;Sub-Saharan Africa;Low income
2011;33,3;Rwanda;Sub-Saharan Africa;Low income
2012;33,6;Rwanda;Sub-Saharan Africa;Low income
2013;35,6;Rwanda;Sub-Saharan Africa;Low income
2014;38,5;Rwanda;Sub-Saharan Africa;Low income
2015;41,1;Rwanda;Sub-Saharan Africa;Low income
2000;5,3;Samoa;East Asia & Pacific;Upper middle income
2001;4,4;Samoa;East Asia & Pacific;Upper middle income
2002;4,1;Samoa;East Asia & Pacific;Upper middle income
2003;3,8;Samoa;East Asia & Pacific;Upper middle income
2004;3,6;Samoa;East Asia & Pacific;Upper middle income
2005;3,5;Samoa;East Asia & Pacific;Upper middle income
2006;3,5;Samoa;East Asia & Pacific;Upper middle income
2007;3,6;Samoa;East Asia & Pacific;Upper middle income
2008;3,5;Samoa;East Asia & Pacific;Upper middle income
2009;3,5;Samoa;East Asia & Pacific;Upper middle income
2010;3,4;Samoa;East Asia & Pacific;Upper middle income
2011;3,3;Samoa;East Asia & Pacific;Upper middle income
2012;3,1;Samoa;East Asia & Pacific;Upper middle income
2013;3;Samoa;East Asia & Pacific;Upper middle income
2014;3;Samoa;East Asia & Pacific;Upper middle income
2015;3,2;Samoa;East Asia & Pacific;Upper middle income
2000;18,1;Sao Tome and Principe;Sub-Saharan Africa;Lower middle income
2001;14,8;Sao Tome and Principe;Sub-Saharan Africa;Lower middle income
2002;12,5;Sao Tome and Principe;Sub-Saharan Africa;Lower middle income
2003;11,2;Sao Tome and Principe;Sub-Saharan Africa;Lower middle income
2004;10,2;Sao Tome and Principe;Sub-Saharan Africa;Lower middle income
2005;9,6;Sao Tome and Principe;Sub-Saharan Africa;Lower middle income
2006;9,7;Sao Tome and Principe;Sub-Saharan Africa;Lower middle income
2007;10,4;Sao Tome and Principe;Sub-Saharan Africa;Lower middle income
2008;11,6;Sao Tome and Principe;Sub-Saharan Africa;Lower middle income
2009;13,3;Sao Tome and Principe;Sub-Saharan Africa;Lower middle income
2010;15;Sao Tome and Principe;Sub-Saharan Africa;Lower middle income
2011;15,9;Sao Tome and Principe;Sub-Saharan Africa;Lower middle income
2012;15,4;Sao Tome and Principe;Sub-Saharan Africa;Lower middle income
2013;14,2;Sao Tome and Principe;Sub-Saharan Africa;Lower middle income
2014;13,2;Sao Tome and Principe;Sub-Saharan Africa;Lower middle income
2015;13,5;Sao Tome and Principe;Sub-Saharan Africa;Lower middle income
2000;6,2;Saudi Arabia;Middle East & North Africa;High income
2001;6,6;Saudi Arabia;Middle East & North Africa;High income
2002;7,1;Saudi Arabia;Middle East & North Africa;High income
2003;7,7;Saudi Arabia;Middle East & North Africa;High income
2004;8,1;Saudi Arabia;Middle East & North Africa;High income
2005;8;Saudi Arabia;Middle East & North Africa;High income
2006;7,9;Saudi Arabia;Middle East & North Africa;High income
2007;7,8;Saudi Arabia;Middle East & North Africa;High income
2008;7,8;Saudi Arabia;Middle East & North Africa;High income
2009;7,6;Saudi Arabia;Middle East & North Africa;High income
2010;6,9;Saudi Arabia;Middle East & North Africa;High income
2011;6,3;Saudi Arabia;Middle East & North Africa;High income
2012;5,6;Saudi Arabia;Middle East & North Africa;High income
2013;5,1;Saudi Arabia;Middle East & North Africa;High income
2014;4,8;Saudi Arabia;Middle East & North Africa;High income
2015;4,4;Saudi Arabia;Middle East & North Africa;High income
2000;28,5;Senegal;Sub-Saharan Africa;Low income
2001;27,3;Senegal;Sub-Saharan Africa;Low income
2002;26,4;Senegal;Sub-Saharan Africa;Low income
2003;24,8;Senegal;Sub-Saharan Africa;Low income
2004;23,1;Senegal;Sub-Saharan Africa;Low income
2005;21,3;Senegal;Sub-Saharan Africa;Low income
2006;19;Senegal;Sub-Saharan Africa;Low income
2007;16,6;Senegal;Sub-Saharan Africa;Low income
2008;14,5;Senegal;Sub-Saharan Africa;Low income
2009;13,5;Senegal;Sub-Saharan Africa;Low income
2010;13;Senegal;Sub-Saharan Africa;Low income
2011;12,8;Senegal;Sub-Saharan Africa;Low income
2012;12,5;Senegal;Sub-Saharan Africa;Low income
2013;12,1;Senegal;Sub-Saharan Africa;Low income
2014;11,6;Senegal;Sub-Saharan Africa;Low income
2015;11,3;Senegal;Sub-Saharan Africa;Low income
2000;;Serbia;Europe & Central Asia;Upper middle income
2001;;Serbia;Europe & Central Asia;Upper middle income
2002;;Serbia;Europe & Central Asia;Upper middle income
2003;;Serbia;Europe & Central Asia;Upper middle income
2004;;Serbia;Europe & Central Asia;Upper middle income
2005;;Serbia;Europe & Central Asia;Upper middle income
2006;6;Serbia;Europe & Central Asia;Upper middle income
2007;6;Serbia;Europe & Central Asia;Upper middle income
2008;5,9;Serbia;Europe & Central Asia;Upper middle income
2009;5,9;Serbia;Europe & Central Asia;Upper middle income
2010;5,9;Serbia;Europe & Central Asia;Upper middle income
2011;6;Serbia;Europe & Central Asia;Upper middle income
2012;6;Serbia;Europe & Central Asia;Upper middle income
2013;5,9;Serbia;Europe & Central Asia;Upper middle income
2014;5,7;Serbia;Europe & Central Asia;Upper middle income
2015;5,6;Serbia;Europe & Central Asia;Upper middle income
2000;39,9;Sierra Leone;Sub-Saharan Africa;Low income
2001;40,6;Sierra Leone;Sub-Saharan Africa;Low income
2002;40,3;Sierra Leone;Sub-Saharan Africa;Low income
2003;39,8;Sierra Leone;Sub-Saharan Africa;Low income
2004;39;Sierra Leone;Sub-Saharan Africa;Low income
2005;37,2;Sierra Leone;Sub-Saharan Africa;Low income
2006;34,8;Sierra Leone;Sub-Saharan Africa;Low income
2007;32,3;Sierra Leone;Sub-Saharan Africa;Low income
2008;30,6;Sierra Leone;Sub-Saharan Africa;Low income
2009;28,9;Sierra Leone;Sub-Saharan Africa;Low income
2010;27,2;Sierra Leone;Sub-Saharan Africa;Low income
2011;25,4;Sierra Leone;Sub-Saharan Africa;Low income
2012;24,5;Sierra Leone;Sub-Saharan Africa;Low income
2013;24,6;Sierra Leone;Sub-Saharan Africa;Low income
2014;25,7;Sierra Leone;Sub-Saharan Africa;Low income
2015;30,9;Sierra Leone;Sub-Saharan Africa;Low income
2000;5,9;Slovak Republic;Europe & Central Asia;High income
2001;6,5;Slovak Republic;Europe & Central Asia;High income
2002;6,7;Slovak Republic;Europe & Central Asia;High income
2003;6,5;Slovak Republic;Europe & Central Asia;High income
2004;6,3;Slovak Republic;Europe & Central Asia;High income
2005;6,2;Slovak Republic;Europe & Central Asia;High income
2006;6,1;Slovak Republic;Europe & Central Asia;High income
2007;5,9;Slovak Republic;Europe & Central Asia;High income
2008;5,4;Slovak Republic;Europe & Central Asia;High income
2009;4,8;Slovak Republic;Europe & Central Asia;High income
2010;4,3;Slovak Republic;Europe & Central Asia;High income
2011;4,1;Slovak Republic;Europe & Central Asia;High income
2012;4;Slovak Republic;Europe & Central Asia;High income
2013;3,7;Slovak Republic;Europe & Central Asia;High income
2014;3,3;Slovak Republic;Europe & Central Asia;High income
2015;3,1;Slovak Republic;Europe & Central Asia;High income
2000;2,5;Slovenia;Europe & Central Asia;High income
2001;2,5;Slovenia;Europe & Central Asia;High income
2002;2,5;Slovenia;Europe & Central Asia;High income
2003;2,5;Slovenia;Europe & Central Asia;High income
2004;2,5;Slovenia;Europe & Central Asia;High income
2005;2,5;Slovenia;Europe & Central Asia;High income
2006;2,5;Slovenia;Europe & Central Asia;High income
2007;2,5;Slovenia;Europe & Central Asia;High income
2008;2,5;Slovenia;Europe & Central Asia;High income
2009;2,5;Slovenia;Europe & Central Asia;High income
2010;2,5;Slovenia;Europe & Central Asia;High income
2011;2,5;Slovenia;Europe & Central Asia;High income
2012;2,5;Slovenia;Europe & Central Asia;High income
2013;2,5;Slovenia;Europe & Central Asia;High income
2014;2,5;Slovenia;Europe & Central Asia;High income
2015;2,5;Slovenia;Europe & Central Asia;High income
2000;15,1;Solomon Islands;East Asia & Pacific;Lower middle income
2001;14,6;Solomon Islands;East Asia & Pacific;Lower middle income
2002;13,6;Solomon Islands;East Asia & Pacific;Lower middle income
2003;12,9;Solomon Islands;East Asia & Pacific;Lower middle income
2004;12,3;Solomon Islands;East Asia & Pacific;Lower middle income
2005;11,9;Solomon Islands;East Asia & Pacific;Lower middle income
2006;11,4;Solomon Islands;East Asia & Pacific;Lower middle income
2007;11,2;Solomon Islands;East Asia & Pacific;Lower middle income
2008;10,9;Solomon Islands;East Asia & Pacific;Lower middle income
2009;10,7;Solomon Islands;East Asia & Pacific;Lower middle income
2010;10,6;Solomon Islands;East Asia & Pacific;Lower middle income
2011;11,2;Solomon Islands;East Asia & Pacific;Lower middle income
2012;12,2;Solomon Islands;East Asia & Pacific;Lower middle income
2013;13,2;Solomon Islands;East Asia & Pacific;Lower middle income
2014;13,8;Solomon Islands;East Asia & Pacific;Lower middle income
2015;13,9;Solomon Islands;East Asia & Pacific;Lower middle income
2000;4,7;South Africa;Sub-Saharan Africa;Upper middle income
2001;4,5;South Africa;Sub-Saharan Africa;Upper middle income
2002;4,3;South Africa;Sub-Saharan Africa;Upper middle income
2003;4,2;South Africa;Sub-Saharan Africa;Upper middle income
2004;4,2;South Africa;Sub-Saharan Africa;Upper middle income
2005;4,2;South Africa;Sub-Saharan Africa;Upper middle income
2006;4,4;South Africa;Sub-Saharan Africa;Upper middle income
2007;4,5;South Africa;Sub-Saharan Africa;Upper middle income
2008;4,4;South Africa;Sub-Saharan Africa;Upper middle income
2009;4,2;South Africa;Sub-Saharan Africa;Upper middle income
2010;3,9;South Africa;Sub-Saharan Africa;Upper middle income
2011;3,7;South Africa;Sub-Saharan Africa;Upper middle income
2012;3,6;South Africa;Sub-Saharan Africa;Upper middle income
2013;3,8;South Africa;Sub-Saharan Africa;Upper middle income
2014;4;South Africa;Sub-Saharan Africa;Upper middle income
2015;4,6;South Africa;Sub-Saharan Africa;Upper middle income
2000;2,5;Spain;Europe & Central Asia;High income
2001;2,5;Spain;Europe & Central Asia;High income
2002;2,5;Spain;Europe & Central Asia;High income
2003;2,5;Spain;Europe & Central Asia;High income
2004;2,5;Spain;Europe & Central Asia;High income
2005;2,5;Spain;Europe & Central Asia;High income
2006;2,5;Spain;Europe & Central Asia;High income
2007;2,5;Spain;Europe & Central Asia;High income
2008;2,5;Spain;Europe & Central Asia;High income
2009;2,5;Spain;Europe & Central Asia;High income
2010;2,5;Spain;Europe & Central Asia;High income
2011;2,5;Spain;Europe & Central Asia;High income
2012;2,5;Spain;Europe & Central Asia;High income
2013;2,5;Spain;Europe & Central Asia;High income
2014;2,5;Spain;Europe & Central Asia;High income
2015;2,5;Spain;Europe & Central Asia;High income
2000;29,6;Sri Lanka;South Asia;Lower middle income
2001;29,6;Sri Lanka;South Asia;Lower middle income
2002;29,9;Sri Lanka;South Asia;Lower middle income
2003;29,9;Sri Lanka;South Asia;Lower middle income
2004;29,8;Sri Lanka;South Asia;Lower middle income
2005;29,4;Sri Lanka;South Asia;Lower middle income
2006;28,8;Sri Lanka;South Asia;Lower middle income
2007;28;Sri Lanka;South Asia;Lower middle income
2008;27,1;Sri Lanka;South Asia;Lower middle income
2009;26,4;Sri Lanka;South Asia;Lower middle income
2010;25,7;Sri Lanka;South Asia;Lower middle income
2011;25,1;Sri Lanka;South Asia;Lower middle income
2012;24,5;Sri Lanka;South Asia;Lower middle income
2013;23,7;Sri Lanka;South Asia;Lower middle income
2014;23;Sri Lanka;South Asia;Lower middle income
2015;22,1;Sri Lanka;South Asia;Lower middle income
2000;11,5;St. Lucia;Latin America & Caribbean;Upper middle income
2001;12,3;St. Lucia;Latin America & Caribbean;Upper middle income
2002;12,8;St. Lucia;Latin America & Caribbean;Upper middle income
2003;13,3;St. Lucia;Latin America & Caribbean;Upper middle income
2004;13,6;St. Lucia;Latin America & Caribbean;Upper middle income
2005;14,2;St. Lucia;Latin America & Caribbean;Upper middle income
2006;15,2;St. Lucia;Latin America & Caribbean;Upper middle income
2007;16,2;St. Lucia;Latin America & Caribbean;Upper middle income
2008;17;St. Lucia;Latin America & Caribbean;Upper middle income
2009;17,2;St. Lucia;Latin America & Caribbean;Upper middle income
2010;17,2;St. Lucia;Latin America & Caribbean;Upper middle income
2011;17,2;St. Lucia;Latin America & Caribbean;Upper middle income
2012;17,3;St. Lucia;Latin America & Caribbean;Upper middle income
2013;17,2;St. Lucia;Latin America & Caribbean;Upper middle income
2014;17;St. Lucia;Latin America & Caribbean;Upper middle income
2015;17;St. Lucia;Latin America & Caribbean;Upper middle income
2000;16,7;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
2001;14,8;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
2002;12,7;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
2003;11,1;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
2004;9,8;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
2005;9,1;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
2006;8,4;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
2007;7,8;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
2008;7,4;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
2009;7;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
2010;6,7;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
2011;6,4;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
2012;6,1;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
2013;6;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
2014;6;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
2015;6;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
2000;12,9;Suriname;Latin America & Caribbean;Upper middle income
2001;12,9;Suriname;Latin America & Caribbean;Upper middle income
2002;12,6;Suriname;Latin America & Caribbean;Upper middle income
2003;12,3;Suriname;Latin America & Caribbean;Upper middle income
2004;11,8;Suriname;Latin America & Caribbean;Upper middle income
2005;11,1;Suriname;Latin America & Caribbean;Upper middle income
2006;10,5;Suriname;Latin America & Caribbean;Upper middle income
2007;9,8;Suriname;Latin America & Caribbean;Upper middle income
2008;9,1;Suriname;Latin America & Caribbean;Upper middle income
2009;8,4;Suriname;Latin America & Caribbean;Upper middle income
2010;8;Suriname;Latin America & Caribbean;Upper middle income
2011;8,1;Suriname;Latin America & Caribbean;Upper middle income
2012;8,3;Suriname;Latin America & Caribbean;Upper middle income
2013;8,3;Suriname;Latin America & Caribbean;Upper middle income
2014;8,1;Suriname;Latin America & Caribbean;Upper middle income
2015;7,9;Suriname;Latin America & Caribbean;Upper middle income
2000;19,3;Swaziland;Sub-Saharan Africa;Lower middle income
2001;17,5;Swaziland;Sub-Saharan Africa;Lower middle income
2002;16,2;Swaziland;Sub-Saharan Africa;Lower middle income
2003;15,5;Swaziland;Sub-Saharan Africa;Lower middle income
2004;15,7;Swaziland;Sub-Saharan Africa;Lower middle income
2005;17,3;Swaziland;Sub-Saharan Africa;Lower middle income
2006;19,5;Swaziland;Sub-Saharan Africa;Lower middle income
2007;21,5;Swaziland;Sub-Saharan Africa;Lower middle income
2008;23;Swaziland;Sub-Saharan Africa;Lower middle income
2009;23,7;Swaziland;Sub-Saharan Africa;Lower middle income
2010;23,7;Swaziland;Sub-Saharan Africa;Lower middle income
2011;23,1;Swaziland;Sub-Saharan Africa;Lower middle income
2012;22,4;Swaziland;Sub-Saharan Africa;Lower middle income
2013;21,5;Swaziland;Sub-Saharan Africa;Lower middle income
2014;20,5;Swaziland;Sub-Saharan Africa;Lower middle income
2015;19,6;Swaziland;Sub-Saharan Africa;Lower middle income
2000;2,5;Sweden;Europe & Central Asia;High income
2001;2,5;Sweden;Europe & Central Asia;High income
2002;2,5;Sweden;Europe & Central Asia;High income
2003;2,5;Sweden;Europe & Central Asia;High income
2004;2,5;Sweden;Europe & Central Asia;High income
2005;2,5;Sweden;Europe & Central Asia;High income
2006;2,5;Sweden;Europe & Central Asia;High income
2007;2,5;Sweden;Europe & Central Asia;High income
2008;2,5;Sweden;Europe & Central Asia;High income
2009;2,5;Sweden;Europe & Central Asia;High income
2010;2,5;Sweden;Europe & Central Asia;High income
2011;2,5;Sweden;Europe & Central Asia;High income
2012;2,5;Sweden;Europe & Central Asia;High income
2013;2,5;Sweden;Europe & Central Asia;High income
2014;2,5;Sweden;Europe & Central Asia;High income
2015;2,5;Sweden;Europe & Central Asia;High income
2000;2,5;Switzerland;Europe & Central Asia;High income
2001;2,5;Switzerland;Europe & Central Asia;High income
2002;2,5;Switzerland;Europe & Central Asia;High income
2003;2,5;Switzerland;Europe & Central Asia;High income
2004;2,5;Switzerland;Europe & Central Asia;High income
2005;2,5;Switzerland;Europe & Central Asia;High income
2006;2,5;Switzerland;Europe & Central Asia;High income
2007;2,5;Switzerland;Europe & Central Asia;High income
2008;2,5;Switzerland;Europe & Central Asia;High income
2009;2,5;Switzerland;Europe & Central Asia;High income
2010;2,5;Switzerland;Europe & Central Asia;High income
2011;2,5;Switzerland;Europe & Central Asia;High income
2012;2,5;Switzerland;Europe & Central Asia;High income
2013;2,5;Switzerland;Europe & Central Asia;High income
2014;2,5;Switzerland;Europe & Central Asia;High income
2015;2,5;Switzerland;Europe & Central Asia;High income
2000;42,4;Tajikistan;Europe & Central Asia;Low income
2001;43,2;Tajikistan;Europe & Central Asia;Low income
2002;44,2;Tajikistan;Europe & Central Asia;Low income
2003;44,2;Tajikistan;Europe & Central Asia;Low income
2004;43,2;Tajikistan;Europe & Central Asia;Low income
2005;41,5;Tajikistan;Europe & Central Asia;Low income
2006;40,2;Tajikistan;Europe & Central Asia;Low income
2007;39,2;Tajikistan;Europe & Central Asia;Low income
2008;38,6;Tajikistan;Europe & Central Asia;Low income
2009;38,3;Tajikistan;Europe & Central Asia;Low income
2010;37,8;Tajikistan;Europe & Central Asia;Low income
2011;36,8;Tajikistan;Europe & Central Asia;Low income
2012;34,3;Tajikistan;Europe & Central Asia;Low income
2013;32;Tajikistan;Europe & Central Asia;Low income
2014;30,5;Tajikistan;Europe & Central Asia;Low income
2015;30,1;Tajikistan;Europe & Central Asia;Low income
2000;36,7;Tanzania;Sub-Saharan Africa;Low income
2001;37,1;Tanzania;Sub-Saharan Africa;Low income
2002;37;Tanzania;Sub-Saharan Africa;Low income
2003;37;Tanzania;Sub-Saharan Africa;Low income
2004;35,9;Tanzania;Sub-Saharan Africa;Low income
2005;34,6;Tanzania;Sub-Saharan Africa;Low income
2006;33,6;Tanzania;Sub-Saharan Africa;Low income
2007;33,3;Tanzania;Sub-Saharan Africa;Low income
2008;34,2;Tanzania;Sub-Saharan Africa;Low income
2009;34,6;Tanzania;Sub-Saharan Africa;Low income
2010;34,7;Tanzania;Sub-Saharan Africa;Low income
2011;33,6;Tanzania;Sub-Saharan Africa;Low income
2012;32,5;Tanzania;Sub-Saharan Africa;Low income
2013;31,4;Tanzania;Sub-Saharan Africa;Low income
2014;30,6;Tanzania;Sub-Saharan Africa;Low income
2015;32,3;Tanzania;Sub-Saharan Africa;Low income
2000;18,8;Thailand;East Asia & Pacific;Upper middle income
2001;18,3;Thailand;East Asia & Pacific;Upper middle income
2002;17;Thailand;East Asia & Pacific;Upper middle income
2003;15,7;Thailand;East Asia & Pacific;Upper middle income
2004;14;Thailand;East Asia & Pacific;Upper middle income
2005;12,3;Thailand;East Asia & Pacific;Upper middle income
2006;10,9;Thailand;East Asia & Pacific;Upper middle income
2007;10,3;Thailand;East Asia & Pacific;Upper middle income
2008;10;Thailand;East Asia & Pacific;Upper middle income
2009;9,8;Thailand;East Asia & Pacific;Upper middle income
2010;9,3;Thailand;East Asia & Pacific;Upper middle income
2011;8,8;Thailand;East Asia & Pacific;Upper middle income
2012;8,5;Thailand;East Asia & Pacific;Upper middle income
2013;8,5;Thailand;East Asia & Pacific;Upper middle income
2014;8,5;Thailand;East Asia & Pacific;Upper middle income
2015;9,5;Thailand;East Asia & Pacific;Upper middle income
2000;40,8;Timor-Leste;East Asia & Pacific;Lower middle income
2001;36;Timor-Leste;East Asia & Pacific;Lower middle income
2002;32,2;Timor-Leste;East Asia & Pacific;Lower middle income
2003;30,9;Timor-Leste;East Asia & Pacific;Lower middle income
2004;31;Timor-Leste;East Asia & Pacific;Lower middle income
2005;31,9;Timor-Leste;East Asia & Pacific;Lower middle income
2006;32,5;Timor-Leste;East Asia & Pacific;Lower middle income
2007;32,9;Timor-Leste;East Asia & Pacific;Lower middle income
2008;32,9;Timor-Leste;East Asia & Pacific;Lower middle income
2009;32,6;Timor-Leste;East Asia & Pacific;Lower middle income
2010;31,3;Timor-Leste;East Asia & Pacific;Lower middle income
2011;29,8;Timor-Leste;East Asia & Pacific;Lower middle income
2012;28,2;Timor-Leste;East Asia & Pacific;Lower middle income
2013;27,4;Timor-Leste;East Asia & Pacific;Lower middle income
2014;27;Timor-Leste;East Asia & Pacific;Lower middle income
2015;26,9;Timor-Leste;East Asia & Pacific;Lower middle income
2000;30,4;Togo;Sub-Saharan Africa;Low income
2001;29,9;Togo;Sub-Saharan Africa;Low income
2002;29,2;Togo;Sub-Saharan Africa;Low income
2003;28,1;Togo;Sub-Saharan Africa;Low income
2004;26,7;Togo;Sub-Saharan Africa;Low income
2005;25,6;Togo;Sub-Saharan Africa;Low income
2006;24,5;Togo;Sub-Saharan Africa;Low income
2007;23,6;Togo;Sub-Saharan Africa;Low income
2008;22,6;Togo;Sub-Saharan Africa;Low income
2009;21,7;Togo;Sub-Saharan Africa;Low income
2010;20,8;Togo;Sub-Saharan Africa;Low income
2011;19,8;Togo;Sub-Saharan Africa;Low income
2012;18,1;Togo;Sub-Saharan Africa;Low income
2013;15,7;Togo;Sub-Saharan Africa;Low income
2014;13,3;Togo;Sub-Saharan Africa;Low income
