Year;Value;Country;Region;Income group
1987;;Benin;Sub-Saharan Africa;Low income
1988;;Benin;Sub-Saharan Africa;Low income
1989;;Benin;Sub-Saharan Africa;Low income
1990;;Benin;Sub-Saharan Africa;Low income
1991;;Benin;Sub-Saharan Africa;Low income
1992;;Benin;Sub-Saharan Africa;Low income
1993;;Benin;Sub-Saharan Africa;Low income
1994;;Benin;Sub-Saharan Africa;Low income
1995;;Benin;Sub-Saharan Africa;Low income
1996;;Benin;Sub-Saharan Africa;Low income
1997;;Benin;Sub-Saharan Africa;Low income
1998;;Benin;Sub-Saharan Africa;Low income
1999;;Benin;Sub-Saharan Africa;Low income
2000;;Benin;Sub-Saharan Africa;Low income
2001;;Benin;Sub-Saharan Africa;Low income
2002;;Benin;Sub-Saharan Africa;Low income
2003;48,8;Benin;Sub-Saharan Africa;Low income
2004;;Benin;Sub-Saharan Africa;Low income
2005;;Benin;Sub-Saharan Africa;Low income
2006;;Benin;Sub-Saharan Africa;Low income
2007;;Benin;Sub-Saharan Africa;Low income
2008;;Benin;Sub-Saharan Africa;Low income
2009;;Benin;Sub-Saharan Africa;Low income
2010;;Benin;Sub-Saharan Africa;Low income
2011;53,1;Benin;Sub-Saharan Africa;Low income
2012;;Benin;Sub-Saharan Africa;Low income
2013;;Benin;Sub-Saharan Africa;Low income
2014;;Benin;Sub-Saharan Africa;Low income
2015;49,6;Benin;Sub-Saharan Africa;Low income
2016;;Benin;Sub-Saharan Africa;Low income
1980;;Burkina Faso;Sub-Saharan Africa;Low income
1981;;Burkina Faso;Sub-Saharan Africa;Low income
1982;;Burkina Faso;Sub-Saharan Africa;Low income
1983;;Burkina Faso;Sub-Saharan Africa;Low income
1984;;Burkina Faso;Sub-Saharan Africa;Low income
1985;;Burkina Faso;Sub-Saharan Africa;Low income
1986;;Burkina Faso;Sub-Saharan Africa;Low income
1987;;Burkina Faso;Sub-Saharan Africa;Low income
1988;;Burkina Faso;Sub-Saharan Africa;Low income
1989;;Burkina Faso;Sub-Saharan Africa;Low income
1990;;Burkina Faso;Sub-Saharan Africa;Low income
1991;;Burkina Faso;Sub-Saharan Africa;Low income
1992;;Burkina Faso;Sub-Saharan Africa;Low income
1993;;Burkina Faso;Sub-Saharan Africa;Low income
1994;83,1;Burkina Faso;Sub-Saharan Africa;Low income
1995;;Burkina Faso;Sub-Saharan Africa;Low income
1996;;Burkina Faso;Sub-Saharan Africa;Low income
1997;;Burkina Faso;Sub-Saharan Africa;Low income
1998;81,6;Burkina Faso;Sub-Saharan Africa;Low income
1999;;Burkina Faso;Sub-Saharan Africa;Low income
2000;;Burkina Faso;Sub-Saharan Africa;Low income
2001;;Burkina Faso;Sub-Saharan Africa;Low income
2002;;Burkina Faso;Sub-Saharan Africa;Low income
2003;57,3;Burkina Faso;Sub-Saharan Africa;Low income
2004;;Burkina Faso;Sub-Saharan Africa;Low income
2005;;Burkina Faso;Sub-Saharan Africa;Low income
2006;;Burkina Faso;Sub-Saharan Africa;Low income
2007;;Burkina Faso;Sub-Saharan Africa;Low income
2008;;Burkina Faso;Sub-Saharan Africa;Low income
2009;55,3;Burkina Faso;Sub-Saharan Africa;Low income
2010;;Burkina Faso;Sub-Saharan Africa;Low income
2011;;Burkina Faso;Sub-Saharan Africa;Low income
2012;;Burkina Faso;Sub-Saharan Africa;Low income
2013;;Burkina Faso;Sub-Saharan Africa;Low income
2014;43,7;Burkina Faso;Sub-Saharan Africa;Low income
2015;;Burkina Faso;Sub-Saharan Africa;Low income
2016;;Burkina Faso;Sub-Saharan Africa;Low income
1980;;Bangladesh;South Asia;Lower middle income
1981;;Bangladesh;South Asia;Lower middle income
1982;;Bangladesh;South Asia;Lower middle income
1983;31,6;Bangladesh;South Asia;Lower middle income
1984;;Bangladesh;South Asia;Lower middle income
1985;27,8;Bangladesh;South Asia;Lower middle income
1986;;Bangladesh;South Asia;Lower middle income
1987;;Bangladesh;South Asia;Lower middle income
1988;39,8;Bangladesh;South Asia;Lower middle income
1989;;Bangladesh;South Asia;Lower middle income
1990;;Bangladesh;South Asia;Lower middle income
1991;44,2;Bangladesh;South Asia;Lower middle income
1992;;Bangladesh;South Asia;Lower middle income
1993;;Bangladesh;South Asia;Lower middle income
1994;;Bangladesh;South Asia;Lower middle income
1995;35,7;Bangladesh;South Asia;Lower middle income
1996;;Bangladesh;South Asia;Lower middle income
1997;;Bangladesh;South Asia;Lower middle income
1998;;Bangladesh;South Asia;Lower middle income
1999;;Bangladesh;South Asia;Lower middle income
2000;34,8;Bangladesh;South Asia;Lower middle income
2001;;Bangladesh;South Asia;Lower middle income
2002;;Bangladesh;South Asia;Lower middle income
2003;;Bangladesh;South Asia;Lower middle income
2004;;Bangladesh;South Asia;Lower middle income
2005;25,7;Bangladesh;South Asia;Lower middle income
2006;;Bangladesh;South Asia;Lower middle income
2007;;Bangladesh;South Asia;Lower middle income
2008;;Bangladesh;South Asia;Lower middle income
2009;;Bangladesh;South Asia;Lower middle income
2010;19,6;Bangladesh;South Asia;Lower middle income
2011;;Bangladesh;South Asia;Lower middle income
2012;;Bangladesh;South Asia;Lower middle income
2013;;Bangladesh;South Asia;Lower middle income
2014;;Bangladesh;South Asia;Lower middle income
2015;;Bangladesh;South Asia;Lower middle income
2016;14,8;Bangladesh;South Asia;Lower middle income
1980;;Bulgaria;Europe & Central Asia;Upper middle income
1981;;Bulgaria;Europe & Central Asia;Upper middle income
1982;;Bulgaria;Europe & Central Asia;Upper middle income
1983;;Bulgaria;Europe & Central Asia;Upper middle income
1984;;Bulgaria;Europe & Central Asia;Upper middle income
1985;;Bulgaria;Europe & Central Asia;Upper middle income
1986;;Bulgaria;Europe & Central Asia;Upper middle income
1987;;Bulgaria;Europe & Central Asia;Upper middle income
1988;;Bulgaria;Europe & Central Asia;Upper middle income
1989;;Bulgaria;Europe & Central Asia;Upper middle income
1990;;Bulgaria;Europe & Central Asia;Upper middle income
1991;;Bulgaria;Europe & Central Asia;Upper middle income
1992;0;Bulgaria;Europe & Central Asia;Upper middle income
1993;;Bulgaria;Europe & Central Asia;Upper middle income
1994;;Bulgaria;Europe & Central Asia;Upper middle income
1995;;Bulgaria;Europe & Central Asia;Upper middle income
1996;;Bulgaria;Europe & Central Asia;Upper middle income
1997;;Bulgaria;Europe & Central Asia;Upper middle income
1998;;Bulgaria;Europe & Central Asia;Upper middle income
1999;;Bulgaria;Europe & Central Asia;Upper middle income
2000;;Bulgaria;Europe & Central Asia;Upper middle income
2001;;Bulgaria;Europe & Central Asia;Upper middle income
2002;;Bulgaria;Europe & Central Asia;Upper middle income
2003;;Bulgaria;Europe & Central Asia;Upper middle income
2004;;Bulgaria;Europe & Central Asia;Upper middle income
2005;;Bulgaria;Europe & Central Asia;Upper middle income
2006;5,5;Bulgaria;Europe & Central Asia;Upper middle income
2007;1,7;Bulgaria;Europe & Central Asia;Upper middle income
2008;1,2;Bulgaria;Europe & Central Asia;Upper middle income
2009;1,2;Bulgaria;Europe & Central Asia;Upper middle income
2010;2;Bulgaria;Europe & Central Asia;Upper middle income
2011;2,2;Bulgaria;Europe & Central Asia;Upper middle income
2012;2;Bulgaria;Europe & Central Asia;Upper middle income
2013;1,7;Bulgaria;Europe & Central Asia;Upper middle income
2014;1,5;Bulgaria;Europe & Central Asia;Upper middle income
2015;;Bulgaria;Europe & Central Asia;Upper middle income
2016;;Bulgaria;Europe & Central Asia;Upper middle income
1980;;Bahrain;Middle East & North Africa;High income
1981;;Bahrain;Middle East & North Africa;High income
1982;;Bahrain;Middle East & North Africa;High income
1983;;Bahrain;Middle East & North Africa;High income
1984;;Bahrain;Middle East & North Africa;High income
1985;;Bahrain;Middle East & North Africa;High income
1986;;Bahrain;Middle East & North Africa;High income
1987;;Bahrain;Middle East & North Africa;High income
1988;;Bahrain;Middle East & North Africa;High income
1989;;Bahrain;Middle East & North Africa;High income
1990;;Bahrain;Middle East & North Africa;High income
1991;;Bahrain;Middle East & North Africa;High income
1992;;Bahrain;Middle East & North Africa;High income
1993;;Bahrain;Middle East & North Africa;High income
1994;;Bahrain;Middle East & North Africa;High income
1995;;Bahrain;Middle East & North Africa;High income
1996;;Bahrain;Middle East & North Africa;High income
1997;;Bahrain;Middle East & North Africa;High income
1998;;Bahrain;Middle East & North Africa;High income
1999;;Bahrain;Middle East & North Africa;High income
2000;;Bahrain;Middle East & North Africa;High income
2001;;Bahrain;Middle East & North Africa;High income
2002;;Bahrain;Middle East & North Africa;High income
2003;;Bahrain;Middle East & North Africa;High income
2004;;Bahrain;Middle East & North Africa;High income
2005;;Bahrain;Middle East & North Africa;High income
2006;;Bahrain;Middle East & North Africa;High income
2007;;Bahrain;Middle East & North Africa;High income
2008;;Bahrain;Middle East & North Africa;High income
2009;;Bahrain;Middle East & North Africa;High income
2010;;Bahrain;Middle East & North Africa;High income
2011;;Bahrain;Middle East & North Africa;High income
2012;;Bahrain;Middle East & North Africa;High income
2013;;Bahrain;Middle East & North Africa;High income
2014;;Bahrain;Middle East & North Africa;High income
2015;;Bahrain;Middle East & North Africa;High income
2016;;Bahrain;Middle East & North Africa;High income
1980;;Bahamas, The;Latin America & Caribbean;High income
1981;;Bahamas, The;Latin America & Caribbean;High income
1982;;Bahamas, The;Latin America & Caribbean;High income
1983;;Bahamas, The;Latin America & Caribbean;High income
1984;;Bahamas, The;Latin America & Caribbean;High income
1985;;Bahamas, The;Latin America & Caribbean;High income
1986;;Bahamas, The;Latin America & Caribbean;High income
1987;;Bahamas, The;Latin America & Caribbean;High income
1988;;Bahamas, The;Latin America & Caribbean;High income
1989;;Bahamas, The;Latin America & Caribbean;High income
1990;;Bahamas, The;Latin America & Caribbean;High income
1991;;Bahamas, The;Latin America & Caribbean;High income
1992;;Bahamas, The;Latin America & Caribbean;High income
1993;;Bahamas, The;Latin America & Caribbean;High income
1994;;Bahamas, The;Latin America & Caribbean;High income
1995;;Bahamas, The;Latin America & Caribbean;High income
1996;;Bahamas, The;Latin America & Caribbean;High income
1997;;Bahamas, The;Latin America & Caribbean;High income
1998;;Bahamas, The;Latin America & Caribbean;High income
1999;;Bahamas, The;Latin America & Caribbean;High income
2000;;Bahamas, The;Latin America & Caribbean;High income
2001;;Bahamas, The;Latin America & Caribbean;High income
2002;;Bahamas, The;Latin America & Caribbean;High income
2003;;Bahamas, The;Latin America & Caribbean;High income
2004;;Bahamas, The;Latin America & Caribbean;High income
2005;;Bahamas, The;Latin America & Caribbean;High income
2006;;Bahamas, The;Latin America & Caribbean;High income
2007;;Bahamas, The;Latin America & Caribbean;High income
2008;;Bahamas, The;Latin America & Caribbean;High income
2009;;Bahamas, The;Latin America & Caribbean;High income
2010;;Bahamas, The;Latin America & Caribbean;High income
2011;;Bahamas, The;Latin America & Caribbean;High income
2012;;Bahamas, The;Latin America & Caribbean;High income
2013;;Bahamas, The;Latin America & Caribbean;High income
2014;;Bahamas, The;Latin America & Caribbean;High income
2015;;Bahamas, The;Latin America & Caribbean;High income
2016;;Bahamas, The;Latin America & Caribbean;High income
1980;;Bosnia and Herzegovina;Europe & Central Asia;Upper middle income
1981;;Bosnia and Herzegovina;Europe & Central Asia;Upper middle income
1982;;Bosnia and Herzegovina;Europe & Central Asia;Upper middle income
1983;;Bosnia and Herzegovina;Europe & Central Asia;Upper middle income
1984;;Bosnia and Herzegovina;Europe & Central Asia;Upper middle income
1985;;Bosnia and Herzegovina;Europe & Central Asia;Upper middle income
1986;;Bosnia and Herzegovina;Europe & Central Asia;Upper middle income
1987;;Bosnia and Herzegovina;Europe & Central Asia;Upper middle income
1988;;Bosnia and Herzegovina;Europe & Central Asia;Upper middle income
1989;;Bosnia and Herzegovina;Europe & Central Asia;Upper middle income
1990;;Bosnia and Herzegovina;Europe & Central Asia;Upper middle income
1991;;Bosnia and Herzegovina;Europe & Central Asia;Upper middle income
1992;;Bosnia and Herzegovina;Europe & Central Asia;Upper middle income
1993;;Bosnia and Herzegovina;Europe & Central Asia;Upper middle income
1994;;Bosnia and Herzegovina;Europe & Central Asia;Upper middle income
1995;;Bosnia and Herzegovina;Europe & Central Asia;Upper middle income
1996;;Bosnia and Herzegovina;Europe & Central Asia;Upper middle income
1997;;Bosnia and Herzegovina;Europe & Central Asia;Upper middle income
1998;;Bosnia and Herzegovina;Europe & Central Asia;Upper middle income
1999;;Bosnia and Herzegovina;Europe & Central Asia;Upper middle income
2000;;Bosnia and Herzegovina;Europe & Central Asia;Upper middle income
2001;0,3;Bosnia and Herzegovina;Europe & Central Asia;Upper middle income
2002;;Bosnia and Herzegovina;Europe & Central Asia;Upper middle income
2003;;Bosnia and Herzegovina;Europe & Central Asia;Upper middle income
2004;0,2;Bosnia and Herzegovina;Europe & Central Asia;Upper middle income
2005;;Bosnia and Herzegovina;Europe & Central Asia;Upper middle income
2006;;Bosnia and Herzegovina;Europe & Central Asia;Upper middle income
2007;0,1;Bosnia and Herzegovina;Europe & Central Asia;Upper middle income
2008;;Bosnia and Herzegovina;Europe & Central Asia;Upper middle income
2009;;Bosnia and Herzegovina;Europe & Central Asia;Upper middle income
2010;;Bosnia and Herzegovina;Europe & Central Asia;Upper middle income
2011;0,1;Bosnia and Herzegovina;Europe & Central Asia;Upper middle income
2012;;Bosnia and Herzegovina;Europe & Central Asia;Upper middle income
2013;;Bosnia and Herzegovina;Europe & Central Asia;Upper middle income
2014;;Bosnia and Herzegovina;Europe & Central Asia;Upper middle income
2015;0,2;Bosnia and Herzegovina;Europe & Central Asia;Upper middle income
2016;;Bosnia and Herzegovina;Europe & Central Asia;Upper middle income
1980;;Belarus;Europe & Central Asia;Upper middle income
1981;;Belarus;Europe & Central Asia;Upper middle income
1982;;Belarus;Europe & Central Asia;Upper middle income
1983;;Belarus;Europe & Central Asia;Upper middle income
1984;;Belarus;Europe & Central Asia;Upper middle income
1985;;Belarus;Europe & Central Asia;Upper middle income
1986;;Belarus;Europe & Central Asia;Upper middle income
1987;;Belarus;Europe & Central Asia;Upper middle income
1988;;Belarus;Europe & Central Asia;Upper middle income
